,Unnamed: 0,place,time,pace,age,gender,location,state,divPlace,divTot
10024,10024,2959,84.37,8.437000000000001,32.0,M,Arlington VA,VA,653.0,1490.0
10025,10025,7924,111.67,11.167,28.0,F,Baltimore MD,MD,2363.0,2782.0
10026,10026,3600,87.48,8.748,31.0,M,Washington DC,DC,792.0,1490.0
10027,10027,5494,98.55,9.855,36.0,M,Washington DC,DC,841.0,1093.0
10028,10028,6228,105.47,10.547,46.0,M,Riva MD,MD,556.0,648.0
10029,10029,2982,84.45,8.445,29.0,M,Silver Spring MD,MD,675.0,1457.0
10030,10030,2289,80.23,8.023,40.0,M,Arlington VA,VA,289.0,931.0
10031,10031,6322,106.7,10.67,32.0,M,Washington DC,DC,1327.0,1490.0
10032,10032,1430,84.23,8.423,24.0,F,Washington DC,DC,189.0,974.0
10033,10033,5601,99.42,9.942,24.0,M,Washington DC,DC,290.0,347.0
10034,10034,2693,90.22,9.022,28.0,F,Philadelphia PA,PA,853.0,2782.0
10035,10035,3942,89.15,8.915,48.0,M,Vienna VA,VA,348.0,648.0
10036,10036,8967,120.42,12.042,45.0,F,Arlington VA,VA,498.0,554.0
10037,10037,8392,115.07,11.507,22.0,F,Frederick MD,MD,891.0,974.0
10038,10038,1791,77.5,7.75,38.0,M,Washington DC,DC,261.0,1093.0
10039,10039,4073,95.47,9.547,47.0,F,Bowie MD,MD,211.0,554.0
10040,10040,2604,89.78,8.978,40.0,F,Fredericksburg VA,VA,250.0,974.0
10041,10041,564,67.75,6.775,28.0,M,Arlington VA,VA,145.0,1457.0
10042,10042,6375,107.35,10.735,29.0,M,Washington DC,DC,1322.0,1457.0
10043,10043,2890,91.02,9.102,38.0,F,Washington DC,DC,374.0,1367.0
10044,10044,9568,133.5,13.35,31.0,F,Fairfax VA,VA,2186.0,2228.0
10045,10045,2793,90.62,9.062,38.0,F,Alexandria VA,VA,362.0,1367.0
10046,10046,2764,90.48,9.048,31.0,F,Alexandria VA,VA,609.0,2228.0
10047,10047,9264,125.4,12.54,58.0,F,Baltimore MD,MD,221.0,236.0
10048,10048,483,76.02,7.602,34.0,F,Washington DC,DC,111.0,2228.0
10049,10049,5939,102.33,10.233,28.0,M,Baltimore MD,MD,1247.0,1457.0
10050,10050,8923,119.97,11.997,41.0,F,Alexandria VA,VA,882.0,974.0
10051,10051,4604,97.25,9.725,27.0,F,Arlington VA,VA,1427.0,2782.0
10052,10052,4285,96.12,9.612,38.0,F,Chandler AR,AR,571.0,1367.0
10053,10053,5249,96.9,9.69,40.0,M,Washington DC,DC,678.0,931.0
10054,10054,8864,119.28,11.928,40.0,F,Glenmoore PA,PA,877.0,974.0
10055,10055,1151,73.18,7.318,34.0,M,Bethsda MD,MD,277.0,1490.0
10056,10056,5354,99.85,9.985,38.0,F,Marietta GA,GA,719.0,1367.0
10057,10057,7751,110.5,11.05,64.0,F,Bethesda MD,MD,46.0,93.0
10058,10058,3532,93.6,9.36,24.0,F,Washington DC,DC,460.0,974.0
10059,10059,784,69.98,6.997999999999998,24.0,M,Brooklyn NY,NY,54.0,347.0
10060,10060,5349,99.83,9.983,27.0,F,Crofton MD,MD,1648.0,2782.0
10061,10061,2217,79.82,7.982,40.0,M,Centreville VA,VA,279.0,931.0
10062,10062,5043,98.67,9.867,25.0,F,Baltimore MD,MD,1565.0,2782.0
10063,10063,6764,114.2,11.42,57.0,M,Granville OH,OH,338.0,375.0
10064,10064,2481,89.23,8.923,36.0,F,Potomac MD,MD,317.0,1367.0
10065,10065,4051,95.38,9.538,27.0,F,Alexandria VA,VA,1246.0,2782.0
10066,10066,2434,81.18,8.118,34.0,M,Odenton MD,MD,533.0,1490.0
10067,10067,3461,93.3,9.33,47.0,F,Dayton ME,ME,177.0,554.0
10068,10068,9148,123.15,12.315,32.0,F,Smyrna DE,DE,2078.0,2228.0
10069,10069,2689,90.2,9.02,25.0,F,Washington DC,DC,850.0,2782.0
10070,10070,3962,95.1,9.51,25.0,F,Montgomery Villag MD,MD,1222.0,2782.0
10071,10071,205,61.88,6.188,30.0,M,Washington DC,DC,61.0,1490.0
10072,10072,3861,94.73,9.473,26.0,F,Washington DC,DC,1188.0,2782.0
10073,10073,1106,81.97,8.197000000000001,39.0,F,Arlington VA,VA,137.0,1367.0
10074,10074,3951,89.23,8.923,44.0,M,Woodbridge VA,VA,501.0,931.0
10075,10075,4805,94.15,9.415,26.0,M,Arlington VA,VA,1036.0,1457.0
10076,10076,437,66.1,6.61,23.0,M,Los Angeles CA,CA,31.0,347.0
10077,10077,4215,95.95,9.595,26.0,F,Baltimore MD,MD,1295.0,2782.0
10078,10078,966,80.82,8.082,52.0,F,Silver Spring MD,MD,30.0,397.0
10079,10079,2919,84.0,8.4,41.0,M,Alexandria VA,VA,380.0,931.0
10080,10080,7273,107.82,10.782,34.0,F,Alexandria VA,VA,1626.0,2228.0
10081,10081,8928,120.08,12.008,38.0,F,Bristow VA,VA,1238.0,1367.0
10082,10082,7974,112.08,11.208,34.0,F,Washington DC,DC,1793.0,2228.0
10083,10083,3441,93.23,9.323,26.0,F,Chicago IL,IL,1071.0,2782.0
10084,10084,497,66.95,6.695,29.0,M,Alexandria VA,VA,129.0,1457.0
10085,10085,7305,107.92,10.792,31.0,F,Hanover MD,MD,1634.0,2228.0
10086,10086,6539,109.48,10.948,35.0,M,Leesburg VA,VA,998.0,1093.0
10087,10087,6334,106.8,10.68,31.0,M,Annapolis MD,MD,1332.0,1490.0
10088,10088,1385,83.92,8.392000000000001,33.0,F,Washington DC,DC,315.0,2228.0
10089,10089,7150,134.78,13.478,32.0,M,Brooklyn NY,NY,1483.0,1490.0
10090,10090,4891,98.12,9.812,31.0,F,Washington DC,DC,1094.0,2228.0
10091,10091,684,69.0,6.9,40.0,M,Lewes DE,DE,69.0,931.0
10092,10092,1334,74.67,7.467,62.0,M,Olney MD,MD,14.0,196.0
10093,10093,1459,75.52,7.552,26.0,M,Washington DC,DC,342.0,1457.0
10094,10094,1988,87.23,8.722999999999999,40.0,F,San Francisco CA,CA,188.0,974.0
10095,10095,197,61.67,6.167000000000002,45.0,M,Lorton VA,VA,13.0,648.0
10096,10096,1602,76.35,7.635,41.0,M,Charlotte NC,NC,195.0,931.0
10097,10097,7259,107.78,10.778,53.0,F,Washington DC,DC,274.0,397.0
10098,10098,1893,78.0,7.8,22.0,M,Washington DC,DC,113.0,347.0
10099,10099,4751,93.78,9.378,22.0,M,Annapolis MD,MD,244.0,347.0
10100,10100,1226,82.82,8.282,32.0,F,Brooklyn NY,NY,274.0,2228.0
10101,10101,8223,113.9,11.39,30.0,F,Washington DC,DC,1866.0,2228.0
10102,10102,1450,75.48,7.547999999999999,23.0,M,Washington DC,DC,93.0,347.0
10103,10103,36,54.33,5.433,30.0,M,Alexandria VA,VA,9.0,1490.0
10104,10104,702,69.18,6.917999999999998,30.0,M,Washington DC,DC,190.0,1490.0
10105,10105,6023,102.42,10.242,26.0,F,Arlington VA,VA,1838.0,2782.0
10106,10106,3029,84.63,8.463,27.0,M,Washington DC,DC,683.0,1457.0
10107,10107,4725,93.65,9.365,28.0,M,Sharpsburg PA,PA,1019.0,1457.0
10108,10108,3050,91.72,9.172,23.0,F,Arlington VA,VA,397.0,974.0
10109,10109,6276,103.45,10.345,48.0,F,Arlington VA,VA,345.0,554.0
10110,10110,625,77.72,7.772,31.0,F,Arlington VA,VA,143.0,2228.0
10111,10111,9185,123.82,12.382,38.0,F,Easton PA,PA,1276.0,1367.0
10112,10112,6672,104.97,10.497,28.0,F,Washington DC,DC,2039.0,2782.0
10113,10113,3537,93.6,9.36,43.0,F,Alexandria VA,VA,331.0,974.0
10114,10114,5906,101.88,10.188,41.0,F,Annandale VA,VA,567.0,974.0
10115,10115,6521,109.23,10.923,31.0,M,Arlington VA,VA,1363.0,1490.0
10116,10116,1585,76.23,7.622999999999998,44.0,M,Alexandria VA,VA,191.0,931.0
10117,10117,2134,87.82,8.782,37.0,F,Charlottesville VA,VA,259.0,1367.0
10118,10118,355,64.85,6.485,21.0,M,Cherry Hill NJ,NJ,24.0,347.0
10119,10119,3668,94.0,9.4,41.0,F,Great Falls VA,VA,345.0,974.0
10120,10120,264,63.15,6.315,30.0,M,Washington DC,DC,76.0,1490.0
10121,10121,3896,94.83,9.483,30.0,F,Philadelphia PA,PA,841.0,2228.0
10122,10122,4741,93.73,9.373,28.0,M,Baltimore MD,MD,1021.0,1457.0
10123,10123,9363,127.65,12.765,39.0,F,Alexandria VA,VA,1304.0,1367.0
10124,10124,2656,82.53,8.253,41.0,M,Alexandria VA,VA,343.0,931.0
10125,10125,5098,98.9,9.89,27.0,F,Wakefield MA,MA,1577.0,2782.0
10126,10126,1474,75.62,7.562,26.0,M,Washington DC,DC,350.0,1457.0
10127,10127,3854,88.72,8.872,43.0,M,Mechanicsville MD,MD,489.0,931.0
10128,10128,6663,111.97,11.197,40.0,M,Fredericksburg VA,VA,867.0,931.0
10129,10129,7607,109.67,10.967,29.0,F,Washington DC,DC,2293.0,2782.0
10130,10130,3184,92.23,9.223,24.0,F,Chapel Hill NC,NC,419.0,974.0
10131,10131,9534,132.05,13.205,31.0,F,Largo MD,MD,2171.0,2228.0
10132,10132,5820,101.13,10.113,57.0,M,Clarksville MD,MD,281.0,375.0
10133,10133,283,63.53,6.353,29.0,M,Houston TX,TX,78.0,1457.0
10134,10134,7970,112.05,11.205,35.0,F,Washington DC,DC,1084.0,1367.0
10135,10135,9398,128.4,12.84,32.0,F,Arlington VA,VA,2142.0,2228.0
10136,10136,2630,82.42,8.242,30.0,M,Washington DC,DC,586.0,1490.0
10137,10137,7019,106.62,10.662,39.0,F,Ashburn VA,VA,952.0,1367.0
10138,10138,2513,81.67,8.167,38.0,M,Annandale VA,VA,360.0,1093.0
10139,10139,4707,93.52,9.352,43.0,M,Fairfax VA,VA,618.0,931.0
10140,10140,3592,93.78,9.378,39.0,F,Arlington VA,VA,486.0,1367.0
10141,10141,4540,97.03,9.703,54.0,F,Nashville TN,TN,150.0,397.0
10142,10142,6596,110.87,11.087,44.0,M,Gaithersburg MD,MD,862.0,931.0
10143,10143,1651,76.63,7.6629999999999985,40.0,M,Washington DC,DC,200.0,931.0
10144,10144,4269,96.07,9.607,21.0,F,Washington DC,DC,544.0,974.0
10145,10145,1406,84.12,8.412,37.0,F,Germantown MD,MD,176.0,1367.0
10146,10146,5639,100.87,10.087,31.0,F,Baltimore MD,MD,1254.0,2228.0
10147,10147,5181,99.15,9.915,28.0,F,North Bethesda MD,MD,1601.0,2782.0
10148,10148,4117,90.13,9.013,43.0,M,Washington DC,DC,526.0,931.0
10149,10149,1788,86.27,8.627,19.0,F,Baltimore MD,MD,16.0,83.0
10150,10150,5494,100.33,10.033,41.0,F,Lancaster PA,PA,526.0,974.0
10151,10151,4581,92.73,9.273,53.0,M,Reisterstown MD,MD,303.0,483.0
10152,10152,618,68.35,6.835,26.0,M,Washington DC,DC,161.0,1457.0
10153,10153,7949,111.87,11.187,30.0,F,Arlington VA,VA,1787.0,2228.0
10154,10154,3504,86.97,8.697000000000001,34.0,M,Baltimore MD,MD,772.0,1490.0
10155,10155,7873,111.37,11.137,26.0,F,Silver Spring MD,MD,2348.0,2782.0
10156,10156,1982,87.2,8.72,30.0,F,Washington DC,DC,441.0,2228.0
10157,10157,9435,129.23,12.923,32.0,F,Centreville VA,VA,2151.0,2228.0
10158,10158,8843,118.98,11.898,54.0,F,Reston VA,VA,356.0,397.0
10159,10159,9613,135.92,13.592,45.0,F,Alexandria CA,CA,548.0,554.0
10160,10160,5392,99.97,9.997,29.0,F,Washington DC,DC,1667.0,2782.0
10161,10161,908,71.18,7.1179999999999986,32.0,M,Washington DC,DC,232.0,1490.0
10162,10162,1416,84.17,8.417,26.0,F,Washington DC,DC,455.0,2782.0
10163,10163,5301,97.23,9.723,23.0,M,Arlington VA,VA,278.0,347.0
10164,10164,6232,105.52,10.552,29.0,M,Fairfax VA,VA,1302.0,1457.0
10165,10165,1747,77.27,7.727,46.0,M,Broadlands VA,VA,152.0,648.0
10166,10166,6355,103.78,10.378,33.0,F,South Riding VA,VA,1420.0,2228.0
10167,10167,4088,95.52,9.552,28.0,F,Arlington VA,VA,1260.0,2782.0
10168,10168,1023,72.2,7.22,26.0,M,White Plains NY,NY,245.0,1457.0
10169,10169,3901,94.83,9.483,33.0,F,Alexandria VA,VA,842.0,2228.0
10170,10170,1396,84.05,8.405,23.0,F,Washington DC,DC,181.0,974.0
10171,10171,9610,135.82,13.582,32.0,F,West Newton MA,MA,2200.0,2228.0
10172,10172,6951,119.63,11.963,37.0,M,Arlington VA,VA,1053.0,1093.0
10173,10173,6682,105.02,10.502,47.0,F,McLean VA,VA,370.0,554.0
10174,10174,6895,106.03,10.603,25.0,F,Washington DC,DC,2106.0,2782.0
10175,10175,2813,83.42,8.342,20.0,M,Muncy PA,PA,157.0,347.0
10176,10176,9030,121.22,12.122,31.0,F,Arlington VA,VA,2051.0,2228.0
10177,10177,717,78.73,7.872999999999998,32.0,F,Washington DC,DC,166.0,2228.0
10178,10178,1731,86.0,8.6,29.0,F,Washington DC,DC,557.0,2782.0
10179,10179,3691,87.88,8.788,49.0,M,Gaithersburg MD,MD,324.0,648.0
10180,10180,330,73.93,7.393,27.0,F,Washington DC,DC,117.0,2782.0
10181,10181,7127,131.7,13.17,43.0,M,Bethpage NY,NY,924.0,931.0
10182,10182,2241,79.93,7.9929999999999986,27.0,M,Alexandria VA,VA,536.0,1457.0
10183,10183,9394,128.27,12.827,30.0,F,Baltimore MD,MD,2140.0,2228.0
10184,10184,8431,115.25,11.525,43.0,F,Bethesda MD,MD,825.0,974.0
10185,10185,7443,108.62,10.862,26.0,F,Harrisburg PA,PA,2250.0,2782.0
10186,10186,5003,95.3,9.53,35.0,M,Silver Spring MD,MD,770.0,1093.0
10187,10187,75,57.27,5.727,29.0,M,Washington DC,DC,33.0,1457.0
10188,10188,3922,94.92,9.492,29.0,F,Washington DC,DC,1206.0,2782.0
10189,10189,9539,132.32,13.232,34.0,F,Frederick MD,MD,2175.0,2228.0
10190,10190,1124,82.08,8.208,20.0,F,Dalton OH,OH,154.0,974.0
10191,10191,3567,87.28,8.728,30.0,M,Washington DC,DC,785.0,1490.0
10192,10192,3965,89.28,8.927999999999997,26.0,M,Broad Brook CT,CT,867.0,1457.0
10193,10193,6011,102.37,10.237,28.0,F,Washington DC,DC,1835.0,2782.0
10194,10194,19,60.37,6.037000000000001,36.0,F,Alexandria VA,VA,1.0,1367.0
10195,10195,8218,113.87,11.387,37.0,F,Elkridge MD,MD,1125.0,1367.0
10196,10196,5868,101.62,10.162,29.0,M,Vienna VA,VA,1232.0,1457.0
10197,10197,5996,102.87,10.287,33.0,M,Washington DC,DC,1273.0,1490.0
10198,10198,6320,106.68,10.668,63.0,M,Lees Summit MO,MO,149.0,196.0
10199,10199,2239,88.2,8.82,55.0,F,Arlington VA,VA,31.0,236.0
10200,10200,8853,119.12,11.912,37.0,F,Ravenna OH,OH,1222.0,1367.0
10201,10201,2948,91.25,9.125,25.0,F,Washington DC,DC,927.0,2782.0
10202,10202,6158,104.48,10.448,50.0,M,Washington Grove MD,MD,412.0,483.0
10203,10203,4863,94.53,9.453,30.0,M,Woodbridge VA,VA,1040.0,1490.0
10204,10204,6117,104.13,10.413,41.0,M,Washington DC,DC,789.0,931.0
10205,10205,2355,88.72,8.872,42.0,F,Pylesville MD,MD,231.0,974.0
10206,10206,6352,103.78,10.378,64.0,F,Millsboro DE,DE,32.0,93.0
10207,10207,172,61.0,6.1,51.0,M,West Roxbury MA,MA,9.0,483.0
10208,10208,2569,82.0,8.2,36.0,M,Washington DC,DC,369.0,1093.0
10209,10209,4904,98.15,9.815,40.0,F,Reston VA,VA,461.0,974.0
10210,10210,8883,119.47,11.947,33.0,F,Chevy Chase MD,MD,2011.0,2228.0
10211,10211,5904,101.97,10.197,56.0,M,Ellicott City MD,MD,289.0,375.0
10212,10212,4800,94.12,9.412,36.0,M,Arlington VA,VA,745.0,1093.0
10213,10213,8681,117.4,11.74,24.0,F,Washington DC,DC,918.0,974.0
10214,10214,2399,88.9,8.89,20.0,F,Belleair FL,FL,307.0,974.0
10215,10215,2396,88.88,8.888,33.0,F,New York NY,NY,533.0,2228.0
10216,10216,7670,110.02,11.002,50.0,F,Washington DC,DC,300.0,397.0
10217,10217,9492,130.9,13.09,43.0,F,Washington DC,DC,945.0,974.0
10218,10218,4939,98.3,9.83,24.0,F,Arlington VA,VA,601.0,974.0
10219,10219,2828,90.77,9.077,25.0,F,Orlando FL,FL,891.0,2782.0
10220,10220,1283,74.22,7.4220000000000015,32.0,M,Newark DE,DE,309.0,1490.0
10221,10221,6315,103.62,10.362,24.0,F,Laurel MD,MD,733.0,974.0
10222,10222,2394,80.9,8.09,43.0,M,Edgewater MD,MD,305.0,931.0
10223,10223,7399,108.4,10.84,29.0,F,Washington DC,DC,2236.0,2782.0
10224,10224,4654,93.18,9.318,42.0,M,Imperial MO,MO,610.0,931.0
10225,10225,7433,108.58,10.858,27.0,F,Fairfax VA,VA,2248.0,2782.0
10226,10226,3012,84.57,8.457,30.0,M,Savannah GA,GA,664.0,1490.0
10227,10227,5912,101.92,10.192,37.0,F,Crofton MD,MD,796.0,1367.0
10228,10228,5035,95.55,9.555,39.0,M,Woodbridge VA,VA,777.0,1093.0
10229,10229,1696,85.78,8.578,31.0,F,Alexandria VA,VA,377.0,2228.0
10230,10230,4080,89.97,8.997,42.0,M,Great Falls VA,VA,518.0,931.0
10231,10231,6942,119.37,11.937,40.0,M,Prospect Park PA,PA,905.0,931.0
10232,10232,6936,106.22,10.622,45.0,F,Middletown NJ,NJ,384.0,554.0
10233,10233,831,70.45,7.045,58.0,M,Washington DC,DC,26.0,375.0
10234,10234,6985,106.47,10.647,35.0,F,Burke VA,VA,946.0,1367.0
10235,10235,6927,119.02,11.902,26.0,M,Clifton NJ,NJ,1422.0,1457.0
10236,10236,6394,103.93,10.393,32.0,F,Leonardtown MD,MD,1430.0,2228.0
10237,10237,5462,100.2,10.02,34.0,F,Washington DC,DC,1213.0,2228.0
10238,10238,597,77.35,7.735,26.0,F,Arlington VA,VA,203.0,2782.0
10239,10239,2703,82.83,8.283,37.0,M,Arlington VA,VA,390.0,1093.0
10240,10240,315,64.23,6.422999999999999,29.0,M,Chapel Hill NC,NC,88.0,1457.0
10241,10241,935,80.53,8.052999999999999,26.0,F,New York NY,NY,307.0,2782.0
10242,10242,2562,89.62,8.962,39.0,F,Bethesda MD,MD,328.0,1367.0
10243,10243,6406,103.97,10.397,37.0,F,Washington DC,DC,864.0,1367.0
10244,10244,1016,81.28,8.128,26.0,F,Arlington VA,VA,333.0,2782.0
10245,10245,3607,93.82,9.382,39.0,F,Chevy Chase MD,MD,489.0,1367.0
10246,10246,3101,91.88,9.188,34.0,F,Washington DC,DC,668.0,2228.0
10247,10247,1093,72.77,7.277,43.0,M,Jessup MD,MD,118.0,931.0
10248,10248,2978,91.4,9.14,32.0,F,Arlington VA,VA,649.0,2228.0
10249,10249,6704,112.73,11.273,39.0,M,Fairfax VA,VA,1021.0,1093.0
10250,10250,2145,79.37,7.937,45.0,M,Alexandria VA,VA,191.0,648.0
10251,10251,199,61.72,6.1720000000000015,40.0,M,Arlington VA,VA,14.0,931.0
10252,10252,5805,101.02,10.102,48.0,M,Centreville VA,VA,515.0,648.0
10253,10253,2507,89.37,8.937000000000003,36.0,F,Alexandria VA,VA,323.0,1367.0
10254,10254,3297,92.68,9.268,40.0,F,Tampa FL,FL,307.0,974.0
10255,10255,1958,78.35,7.835,55.0,M,Virginia Beach VA,VA,67.0,375.0
10256,10256,5322,99.72,9.972,55.0,F,Canada,Canada,85.0,236.0
10257,10257,6259,103.37,10.337,43.0,F,Fairfax VA,VA,596.0,974.0
10258,10258,3589,93.77,9.377,25.0,F,Washington DC,DC,1105.0,2782.0
10259,10259,7891,111.43,11.143,47.0,F,Leesburg VA,VA,437.0,554.0
10260,10260,7799,110.87,11.087,23.0,F,Baltimore MD,MD,847.0,974.0
10261,10261,8466,115.52,11.552,33.0,F,Washington DC,DC,1917.0,2228.0
10262,10262,6038,103.23,10.323,39.0,M,Colonial Beach VA,VA,926.0,1093.0
10263,10263,2803,90.67,9.067,31.0,F,Alexandria VA,VA,618.0,2228.0
10264,10264,1085,72.7,7.27,25.0,M,Arlington VA,VA,261.0,1457.0
10265,10265,4362,91.57,9.157,36.0,M,Cranford NJ,NJ,679.0,1093.0
10266,10266,6700,105.08,10.508,28.0,F,Washington DC,DC,2047.0,2782.0
10267,10267,6778,114.48,11.448,40.0,M,Hollywood FL,FL,886.0,931.0
10268,10268,7653,109.95,10.995,46.0,F,Landenberg PA,PA,426.0,554.0
10269,10269,3434,93.22,9.322,32.0,F,Washington DC,DC,746.0,2228.0
10270,10270,9211,124.25,12.425,29.0,F,Washington DC,DC,2680.0,2782.0
10271,10271,1189,82.55,8.255,32.0,F,Washington DC,DC,264.0,2228.0
10272,10272,8198,113.72,11.372,24.0,F,Washington DC,DC,879.0,974.0
10273,10273,4168,90.47,9.047,42.0,M,Columbia MD,MD,538.0,931.0
10274,10274,8579,116.45,11.645,37.0,F,Washington DC,DC,1185.0,1367.0
10275,10275,7331,108.07,10.807,27.0,F,Baltimore MD,MD,2219.0,2782.0
10276,10276,6327,106.7,10.67,24.0,M,Springfield VA,VA,324.0,347.0
10277,10277,5243,99.38,9.938,29.0,F,Washington Dc DC,DC,1619.0,2782.0
10278,10278,1323,83.53,8.353,26.0,F,Washington DC,DC,427.0,2782.0
10279,10279,696,69.1,6.91,26.0,M,Arlington VA,VA,180.0,1457.0
10280,10280,4599,92.83,9.283,45.0,M,Port Chester NY,NY,400.0,648.0
10281,10281,257,72.73,7.273,39.0,F,Lake Orion MI,MI,21.0,1367.0
10282,10282,699,78.52,7.852,55.0,F,Stone Ridge VA,VA,8.0,236.0
10283,10283,2203,79.73,7.973,28.0,M,Washington DC,DC,527.0,1457.0
10284,10284,4595,97.22,9.722,29.0,F,Washington DC,DC,1421.0,2782.0
10285,10285,2117,87.77,8.777000000000001,26.0,F,Washington DC,DC,677.0,2782.0
10286,10286,140,68.88,6.888,39.0,F,Manassas VA,VA,11.0,1367.0
10287,10287,3419,93.18,9.318,29.0,F,New York NY,NY,1065.0,2782.0
10288,10288,2623,82.37,8.237,51.0,M,Bethesda MD,MD,163.0,483.0
10289,10289,5183,96.43,9.643,46.0,M,Feasterville PA,PA,453.0,648.0
10290,10290,4159,90.43,9.043,44.0,M,Raleigh NC,NC,535.0,931.0
10291,10291,102,58.63,5.863,26.0,M,Arlington VA,VA,40.0,1457.0
10292,10292,2340,88.67,8.867,27.0,F,Washington DC,DC,740.0,2782.0
10293,10293,7186,145.87,14.587,66.0,M,Gaithersburg MD,MD,79.0,79.0
10294,10294,530,67.33,6.733,34.0,M,Louisville KY,KY,151.0,1490.0
10295,10295,1457,75.52,7.552,37.0,M,Alexandria VA,VA,219.0,1093.0
10296,10296,2593,89.75,8.975,21.0,F,Jacksonville FL,FL,326.0,974.0
10297,10297,5717,101.13,10.113,65.0,F,Romeoville IL,IL,15.0,35.0
10298,10298,6912,118.52,11.852,34.0,M,Fairfax VA,VA,1437.0,1490.0
10299,10299,2074,79.03,7.903,28.0,M,Baltimore MD,MD,495.0,1457.0
10300,10300,602,68.13,6.813,29.0,M,Pittsburgh PA,PA,156.0,1457.0
10301,10301,6443,108.23,10.823,59.0,M,Falls Church VA,VA,319.0,375.0
10302,10302,6423,104.02,10.402,41.0,F,Washington DC,DC,620.0,974.0
10303,10303,3304,85.93,8.593,51.0,M,Reisterstown MD,MD,205.0,483.0
10304,10304,6633,104.85,10.485,45.0,F,Bridgewater NJ,NJ,369.0,554.0
10305,10305,7090,129.22,12.922,36.0,M,Lynchburg VA,VA,1077.0,1093.0
10306,10306,6806,115.18,11.518,70.0,M,Chesapeake VA,VA,12.0,21.0
10307,10307,4203,95.9,9.59,30.0,F,Long Island City NY,NY,924.0,2228.0
10308,10308,2258,88.3,8.83,25.0,F,Arlington VA,VA,713.0,2782.0
10309,10309,4676,97.4,9.74,35.0,F,Washington DC,DC,619.0,1367.0
10310,10310,9708,145.22,14.522,34.0,F,Alexandria VA,VA,2221.0,2228.0
10311,10311,5258,99.43,9.943,28.0,F,Schenectady NY,NY,1623.0,2782.0
10312,10312,1038,81.43,8.142999999999999,35.0,F,Alexandria VA,VA,129.0,1367.0
10313,10313,3045,91.7,9.17,27.0,F,Arlington VA,VA,961.0,2782.0
10314,10314,8163,113.42,11.342,33.0,F,Carlisle PA,PA,1847.0,2228.0
10315,10315,372,65.08,6.507999999999999,31.0,M,Washington DC,DC,104.0,1490.0
10316,10316,5284,97.13,9.713,23.0,M,Washington DC,DC,277.0,347.0
10317,10317,2313,80.37,8.037,43.0,M,Woodbridge VA,VA,293.0,931.0
10318,10318,1589,76.23,7.622999999999998,27.0,M,Bethesda MD,MD,381.0,1457.0
10319,10319,902,80.33,8.033,27.0,F,Arlington VA,VA,293.0,2782.0
10320,10320,3834,88.63,8.863,27.0,M,New York NY,NY,845.0,1457.0
10321,10321,4653,97.35,9.735,22.0,F,Washington DC,DC,575.0,974.0
10322,10322,1231,73.82,7.3820000000000014,38.0,M,Woodbridge VA,VA,181.0,1093.0
10323,10323,282,73.12,7.312,26.0,F,Westminster MD,MD,103.0,2782.0
10324,10324,6246,105.67,10.567,24.0,M,Columbia MD,MD,321.0,347.0
10325,10325,2983,84.45,8.445,41.0,M,Clifton NJ,NJ,387.0,931.0
10326,10326,1624,76.5,7.65,16.0,M,Silver Spring MD,MD,23.0,66.0
10327,10327,1300,74.37,7.437,36.0,M,Germantown MD,MD,197.0,1093.0
10328,10328,5410,97.93,9.793,27.0,M,Washington DC,DC,1145.0,1457.0
10329,10329,3850,94.68,9.468,26.0,F,Washington DC,DC,1182.0,2782.0
10330,10330,2038,87.45,8.745,40.0,F,Leesburg VA,VA,199.0,974.0
10331,10331,560,67.68,6.768,24.0,M,Reston VA,VA,41.0,347.0
10332,10332,7279,107.85,10.785,53.0,F,Lorton VA,VA,277.0,397.0
10333,10333,1230,73.82,7.3820000000000014,28.0,M,Washington DC,DC,290.0,1457.0
10334,10334,969,80.85,8.085,23.0,F,Bethesda MD,MD,133.0,974.0
10335,10335,2469,81.38,8.138,26.0,M,Jersey City NJ,NJ,587.0,1457.0
10336,10336,4874,98.08,9.808,26.0,F,New York NY,NY,1514.0,2782.0
10337,10337,7412,108.45,10.845,27.0,F,Alexandria VA,VA,2238.0,2782.0
10338,10338,8806,118.58,11.858,39.0,F,Ashburn VA,VA,1217.0,1367.0
10339,10339,6324,103.67,10.367,30.0,F,Arlington VA,VA,1416.0,2228.0
10340,10340,5551,100.58,10.058,32.0,F,Alexandria VA,VA,1234.0,2228.0
10341,10341,3799,94.5,9.45,31.0,F,Boston MA,MA,824.0,2228.0
10342,10342,5663,100.95,10.095,38.0,F,Burtonsville MD,MD,763.0,1367.0
10343,10343,2110,87.73,8.773,37.0,F,Silver Spring MD,MD,253.0,1367.0
10344,10344,2989,91.43,9.143,23.0,F,West Chester PA,PA,390.0,974.0
10345,10345,3493,93.42,9.342,35.0,F,Falls Church VA,VA,465.0,1367.0
10346,10346,6505,109.08,10.908,43.0,M,Arlington VA,VA,848.0,931.0
10347,10347,5,47.67,4.767,24.0,M,Blowing Rock NC,NC,3.0,347.0
10348,10348,5126,96.12,9.612,28.0,M,Washington DC,DC,1098.0,1457.0
10349,10349,1737,86.03,8.603,29.0,F,Arlington VA,VA,559.0,2782.0
10350,10350,6667,112.07,11.207,41.0,M,Baltimore MD,MD,869.0,931.0
10351,10351,1178,82.48,8.248,40.0,F,New York NY,NY,115.0,974.0
