age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,target
59,management,married,secondary,0,1558,0,0,29,jul,19,3,-1,0,unknown,no
39,blue-collar,married,secondary,0,2457,0,0,29,jul,4.73,3,-1,0,unknown,no
33,self-employed,married,secondary,0,215,1,0,29,jul,9.05,12,-1,0,unknown,no
40,housemaid,married,primary,0,224,1,0,29,jul,2.3,3,-1,0,unknown,no
28,services,married,tertiary,0,599,1,0,29,jul,3.15,5,-1,0,unknown,no
32,technician,married,tertiary,0,-252,1,0,29,jul,0.87,4,-1,0,unknown,no
44,housemaid,married,primary,0,64,0,1,29,jul,3.72,6,-1,0,unknown,no
49,admin.,married,secondary,0,0,1,1,29,jul,1.18,7,-1,0,unknown,no
49,blue-collar,divorced,primary,0,0,1,0,29,jul,7.8,2,-1,0,unknown,no
33,admin.,married,tertiary,0,235,1,0,29,jul,3.08,6,-1,0,unknown,no
48,blue-collar,married,primary,0,1850,1,0,29,jul,1.02,1,-1,0,unknown,no
41,management,married,tertiary,0,328,1,0,29,jul,1.08,12,-1,0,unknown,no
35,management,married,tertiary,0,0,1,0,29,jul,6.65,12,-1,0,unknown,no
47,management,single,tertiary,0,8106,0,0,29,jul,5.67,3,-1,0,unknown,no
35,technician,married,secondary,0,840,1,0,29,jul,4.68,4,-1,0,unknown,no
43,management,married,tertiary,0,1800,0,0,29,jul,1.72,3,-1,0,unknown,no
47,entrepreneur,divorced,secondary,0,2,1,1,29,jul,1.73,4,-1,0,unknown,no
44,housemaid,married,primary,0,1109,1,1,29,jul,2.93,4,-1,0,unknown,no
44,technician,divorced,secondary,0,2340,0,0,29,jul,10.62,3,-1,0,unknown,no
39,technician,married,secondary,0,738,0,1,29,jul,1.5,2,-1,0,unknown,no
56,retired,divorced,secondary,0,-82,0,1,29,jul,3.9,6,-1,0,unknown,no
26,services,single,secondary,0,0,0,0,29,jul,2.75,23,-1,0,unknown,no
39,services,married,secondary,0,949,1,0,29,jul,1.25,8,-1,0,unknown,no
32,admin.,married,secondary,0,2664,1,0,29,jul,4.03,7,-1,0,unknown,no
45,services,married,secondary,0,219,1,1,29,jul,2.37,8,-1,0,unknown,no
37,admin.,married,secondary,0,0,0,0,29,jul,2.55,4,-1,0,unknown,no
43,entrepreneur,single,tertiary,0,744,0,1,29,jul,10.32,4,-1,0,unknown,no
42,self-employed,married,secondary,0,1508,1,0,29,jul,2.97,3,-1,0,unknown,no
54,services,married,secondary,0,2681,0,0,29,jul,8.02,3,-1,0,unknown,no
34,technician,married,tertiary,0,477,0,0,29,jul,2.13,11,-1,0,unknown,no
58,housemaid,divorced,primary,0,3858,0,0,29,jul,0.88,6,-1,0,unknown,no
39,admin.,married,tertiary,0,9143,0,0,29,jul,14.18,2,-1,0,unknown,no
41,blue-collar,married,secondary,0,2044,1,1,29,jul,3.9,5,-1,0,unknown,no
54,technician,married,primary,0,3067,1,0,29,jul,3.7,3,-1,0,unknown,no
48,management,single,tertiary,0,906,1,0,29,jul,4.82,9,-1,0,unknown,no
47,services,single,secondary,0,591,0,0,29,jul,6.62,1,-1,0,unknown,no
60,management,married,tertiary,0,6657,1,0,29,jul,5.55,19,-1,0,unknown,no
51,blue-collar,married,secondary,0,1151,1,1,29,jul,2.08,2,-1,0,unknown,no
31,entrepreneur,single,tertiary,0,566,1,0,29,jul,5.55,8,-1,0,unknown,no
53,self-employed,married,secondary,0,534,1,0,29,jul,1.92,4,-1,0,unknown,no
60,self-employed,single,tertiary,0,179,0,1,29,jul,1.32,4,-1,0,unknown,no
52,services,divorced,primary,1,-1,0,1,29,jul,1.87,6,-1,0,unknown,no
58,retired,divorced,tertiary,0,1321,0,0,29,jul,2.62,6,-1,0,unknown,no
52,services,married,secondary,0,-232,0,1,29,jul,1.68,4,-1,0,unknown,no
35,technician,married,secondary,0,3297,1,0,29,jul,3.22,15,-1,0,unknown,no
39,management,married,tertiary,0,-409,1,0,29,jul,9.83,23,-1,0,unknown,no
49,services,divorced,secondary,0,933,0,1,29,jul,1.53,33,-1,0,unknown,no
43,unemployed,married,secondary,0,1630,0,0,29,jul,2.55,3,-1,0,unknown,no
28,services,married,secondary,0,376,0,1,29,jul,0.82,4,-1,0,unknown,no
32,technician,married,secondary,0,1,0,1,29,jul,2.05,6,-1,0,unknown,no
56,services,divorced,secondary,0,1007,0,0,29,jul,1.47,6,-1,0,unknown,no
58,unemployed,married,secondary,0,610,1,0,29,jul,4.1,2,-1,0,unknown,no
52,management,married,tertiary,0,1453,0,0,29,jul,4.23,21,-1,0,unknown,no
58,services,married,secondary,0,10,1,1,30,jul,1.58,5,-1,0,unknown,no
56,blue-collar,married,secondary,0,1316,0,0,30,jul,1.27,5,-1,0,unknown,no
50,blue-collar,married,secondary,0,3436,1,1,30,jul,3.03,4,-1,0,unknown,no
44,management,married,tertiary,0,4968,1,0,30,jul,1.27,14,-1,0,unknown,no
30,services,married,primary,0,1015,1,0,30,jul,0.18,8,-1,0,unknown,no
25,technician,single,secondary,0,35,1,0,30,jul,1.6,29,-1,0,unknown,no
27,technician,married,secondary,0,0,1,0,30,jul,2.3,8,-1,0,unknown,no
52,admin.,married,secondary,0,1746,0,0,30,jul,2.37,9,-1,0,unknown,no
52,blue-collar,single,primary,0,1400,0,0,30,jul,1.72,4,-1,0,unknown,no
37,technician,single,secondary,0,103,1,0,30,jul,2.07,3,-1,0,unknown,no
25,services,single,secondary,0,5,0,1,30,jul,1.4,6,-1,0,unknown,no
33,services,married,secondary,0,-333,1,0,30,jul,5.48,5,-1,0,unknown,no
57,retired,married,primary,0,2927,0,1,30,jul,1.3,5,-1,0,unknown,no
41,blue-collar,married,primary,0,33,1,1,30,jul,2.08,5,-1,0,unknown,no
51,retired,married,secondary,0,1017,0,0,30,jul,5.88,6,-1,0,unknown,no
39,admin.,married,secondary,0,406,0,0,30,jul,4.22,5,-1,0,unknown,no
26,technician,single,secondary,0,0,0,1,30,jul,1.08,26,-1,0,unknown,no
50,admin.,married,secondary,0,2678,0,0,30,jul,16.85,6,-1,0,unknown,yes
38,management,single,tertiary,0,5073,1,0,30,jul,1.13,4,-1,0,unknown,no
46,housemaid,married,secondary,0,271,1,0,30,jul,16.88,29,-1,0,unknown,yes
56,entrepreneur,divorced,tertiary,0,2975,0,1,30,jul,0.47,13,-1,0,unknown,no
27,technician,single,secondary,0,151,0,0,30,jul,2.32,3,-1,0,unknown,no
33,unemployed,married,secondary,0,66,0,1,30,jul,3.15,8,-1,0,unknown,no
42,management,married,secondary,0,0,0,0,30,jul,7.63,3,-1,0,unknown,no
47,management,single,tertiary,0,255,0,1,30,jul,13.37,4,-1,0,unknown,yes
27,blue-collar,single,primary,0,-71,0,1,30,jul,1.17,3,-1,0,unknown,no
28,blue-collar,single,primary,0,1199,1,0,30,jul,16.85,20,-1,0,unknown,no
49,admin.,divorced,secondary,0,-73,1,0,30,jul,0.52,22,-1,0,unknown,no
42,admin.,married,secondary,0,947,0,0,30,jul,2.63,2,-1,0,unknown,no
41,management,married,tertiary,0,15,1,0,30,jul,0.98,2,-1,0,unknown,no
49,management,married,tertiary,0,5969,0,0,30,jul,4.3,2,-1,0,unknown,no
26,admin.,single,secondary,1,-42,0,1,30,jul,5.08,3,-1,0,unknown,no
43,blue-collar,married,secondary,0,511,1,0,30,jul,1.12,7,-1,0,unknown,no
59,retired,single,secondary,0,2303,0,1,30,jul,2.13,2,-1,0,unknown,no
34,management,married,tertiary,0,13,1,0,30,jul,1.65,3,-1,0,unknown,no
60,retired,divorced,secondary,0,1382,0,0,30,jul,1.87,10,-1,0,unknown,no
56,retired,divorced,primary,0,1177,0,0,30,jul,0.65,2,-1,0,unknown,no
39,admin.,divorced,secondary,0,83,1,0,30,jul,1.15,6,-1,0,unknown,no
58,management,married,tertiary,0,0,0,0,30,jul,2,2,-1,0,unknown,no
58,retired,married,secondary,0,901,1,1,30,jul,3.92,2,-1,0,unknown,no
41,management,married,tertiary,0,2646,0,0,30,jul,1.35,2,-1,0,unknown,no
44,blue-collar,married,secondary,0,0,0,0,30,jul,11.4,2,-1,0,unknown,yes
33,blue-collar,married,secondary,0,5441,1,0,30,jul,5.2,6,-1,0,unknown,no
46,self-employed,divorced,tertiary,0,21,0,0,30,jul,9.43,2,-1,0,unknown,yes
40,blue-collar,married,primary,0,1073,0,0,30,jul,0.7,2,-1,0,unknown,no
33,entrepreneur,married,tertiary,0,775,1,1,30,jul,1,3,-1,0,unknown,no
36,services,married,secondary,0,0,0,0,30,jul,14.05,2,-1,0,unknown,yes
47,admin.,single,secondary,0,-874,1,0,30,jul,8.8,2,-1,0,unknown,no
42,technician,single,secondary,0,746,0,0,30,jul,1.43,2,-1,0,unknown,no
45,admin.,married,secondary,0,3307,0,0,30,jul,2.15,2,-1,0,unknown,no
44,management,married,secondary,0,4425,0,0,30,jul,7.95,2,-1,0,unknown,no
45,admin.,divorced,secondary,0,1201,0,0,30,jul,10.87,2,-1,0,unknown,no
51,housemaid,married,tertiary,0,390,1,0,30,jul,1.7,3,-1,0,unknown,no
36,technician,married,secondary,0,318,0,0,30,jul,4.92,2,-1,0,unknown,no
51,services,divorced,secondary,0,0,0,0,30,jul,4.55,4,-1,0,unknown,no
52,blue-collar,married,secondary,0,698,0,0,30,jul,0.63,2,-1,0,unknown,no
35,self-employed,divorced,secondary,0,3443,0,0,30,jul,6.82,4,-1,0,unknown,no
48,technician,married,secondary,0,862,0,0,30,jul,2.67,2,-1,0,unknown,no
43,blue-collar,married,primary,0,548,0,0,30,jul,1.67,9,-1,0,unknown,no
39,technician,married,secondary,0,-1451,1,1,30,jul,1.08,5,-1,0,unknown,no
54,blue-collar,married,secondary,0,898,0,0,30,jul,10.68,2,-1,0,unknown,no
38,unemployed,single,secondary,0,7159,0,0,30,jul,4.75,2,-1,0,unknown,no
47,blue-collar,married,primary,0,320,0,0,30,jul,3.38,2,-1,0,unknown,no
52,admin.,married,secondary,0,686,0,0,30,jul,9.07,2,-1,0,unknown,no
54,entrepreneur,married,tertiary,0,0,0,0,30,jul,4.17,5,-1,0,unknown,no
58,management,divorced,secondary,0,3161,0,0,30,jul,9.03,2,-1,0,unknown,yes
47,self-employed,married,tertiary,0,192,0,0,30,jul,2,6,-1,0,unknown,no
53,management,divorced,tertiary,0,93,0,0,30,jul,3.65,2,-1,0,unknown,no
49,technician,married,secondary,0,1091,0,0,30,jul,0.78,2,-1,0,unknown,no
29,technician,married,secondary,0,3615,1,0,30,jul,1.55,3,-1,0,unknown,no
43,technician,single,secondary,0,54,1,0,30,jul,1.03,2,-1,0,unknown,no
52,housemaid,married,tertiary,0,43,0,0,30,jul,0.53,2,-1,0,unknown,no
42,blue-collar,married,secondary,0,-269,1,0,30,jul,1.67,6,-1,0,unknown,no
45,blue-collar,married,secondary,0,0,0,0,30,jul,0.42,2,-1,0,unknown,no
37,admin.,divorced,tertiary,0,43,1,0,30,jul,1.08,2,-1,0,unknown,no
50,technician,divorced,secondary,0,1303,0,0,30,jul,4.57,2,-1,0,unknown,no
44,technician,single,secondary,0,3438,1,0,30,jul,1.13,2,-1,0,unknown,no
53,blue-collar,divorced,primary,0,235,0,0,30,jul,4.02,2,-1,0,unknown,no
48,unemployed,single,primary,0,63,0,0,30,jul,0.48,4,-1,0,unknown,no
55,management,married,primary,0,3293,0,0,30,jul,1.07,2,-1,0,unknown,no
50,admin.,single,primary,0,1367,0,0,30,jul,4.5,2,-1,0,unknown,no
41,management,married,tertiary,0,1715,0,1,30,jul,11.58,2,-1,0,unknown,no
56,housemaid,single,secondary,0,68,0,1,30,jul,1.42,3,-1,0,unknown,no
48,unemployed,married,primary,0,608,0,0,30,jul,6.03,2,-1,0,unknown,no
38,technician,single,tertiary,0,2350,0,0,30,jul,1.68,2,-1,0,unknown,no
41,management,married,tertiary,0,636,1,0,30,jul,1.33,2,-1,0,unknown,no
43,services,married,secondary,0,-1,0,0,30,jul,10.08,2,-1,0,unknown,no
60,blue-collar,married,secondary,0,241,1,0,30,jul,0.7,3,-1,0,unknown,no
26,blue-collar,married,secondary,0,0,1,1,30,jul,0.85,20,-1,0,unknown,no
31,self-employed,married,tertiary,0,0,1,0,30,jul,17.28,24,-1,0,unknown,no
32,admin.,married,secondary,0,0,1,0,30,jul,1.18,5,-1,0,unknown,no
42,technician,married,secondary,0,0,0,0,30,jul,5.85,2,-1,0,unknown,no
45,technician,divorced,secondary,0,245,1,0,30,jul,1.27,3,-1,0,unknown,no
50,blue-collar,married,secondary,0,917,1,0,30,jul,0.97,2,-1,0,unknown,no
45,unemployed,married,tertiary,0,579,1,0,30,jul,2.35,2,-1,0,unknown,no
55,services,divorced,secondary,0,1817,0,0,30,jul,6.73,4,-1,0,unknown,no
37,admin.,divorced,secondary,0,241,1,1,30,jul,0.92,25,-1,0,unknown,no
30,housemaid,married,primary,0,462,0,1,30,jul,4.57,3,-1,0,unknown,no
51,blue-collar,married,secondary,0,0,0,0,30,jul,2.42,4,-1,0,unknown,no
49,technician,married,primary,0,1415,1,0,30,jul,4.48,2,-1,0,unknown,no
45,entrepreneur,married,secondary,0,-479,1,0,30,jul,2.78,2,-1,0,unknown,no
51,retired,divorced,primary,0,1193,1,0,30,jul,1.42,2,-1,0,unknown,no
43,blue-collar,single,secondary,0,99,0,0,30,jul,3.77,2,-1,0,unknown,no
44,management,married,secondary,0,488,0,1,30,jul,4.87,11,-1,0,unknown,no
47,blue-collar,divorced,secondary,1,-535,1,0,30,jul,1.18,2,-1,0,unknown,no
53,technician,married,secondary,0,-440,0,0,30,jul,0.23,33,-1,0,unknown,no
27,self-employed,single,secondary,0,152,0,0,30,jul,1.33,3,-1,0,unknown,no
51,technician,divorced,secondary,0,43,0,0,30,jul,3.67,2,-1,0,unknown,no
55,services,married,secondary,0,96,0,0,30,jul,5.67,2,-1,0,unknown,no
51,blue-collar,divorced,primary,0,837,0,0,30,jul,0.68,2,-1,0,unknown,no
36,management,married,tertiary,0,6641,0,0,30,jul,1.75,4,-1,0,unknown,no
39,blue-collar,married,primary,0,1014,0,0,30,jul,4.35,4,-1,0,unknown,no
54,management,single,secondary,0,602,0,0,30,jul,1.68,2,-1,0,unknown,no
45,blue-collar,married,secondary,0,3,0,1,30,jul,2.57,2,-1,0,unknown,no
44,blue-collar,married,primary,0,0,1,0,30,jul,1.38,2,-1,0,unknown,no
46,technician,married,secondary,0,0,0,0,30,jul,1.28,2,-1,0,unknown,no
38,services,married,secondary,0,105,0,0,30,jul,4.07,2,-1,0,unknown,no
30,services,divorced,secondary,0,0,1,1,30,jul,1.7,3,-1,0,unknown,no
46,management,married,secondary,1,-333,0,1,30,jul,9.95,2,-1,0,unknown,no
52,management,married,tertiary,0,0,1,0,30,jul,2.68,6,-1,0,unknown,no
41,management,single,tertiary,0,1373,0,0,30,jul,1.35,2,-1,0,unknown,no
45,technician,married,primary,0,6535,0,0,30,jul,10.65,2,-1,0,unknown,no
44,services,married,secondary,0,2439,1,0,30,jul,2.22,2,-1,0,unknown,no
36,entrepreneur,single,secondary,0,296,0,0,30,jul,2.03,2,-1,0,unknown,no
35,services,married,secondary,0,5,0,0,30,jul,2.55,2,-1,0,unknown,no
38,blue-collar,married,secondary,0,1149,0,0,30,jul,0.68,2,-1,0,unknown,no
56,retired,married,secondary,0,485,0,0,30,jul,1.17,2,-1,0,unknown,no
32,unemployed,married,tertiary,0,7,1,0,30,jul,0.48,3,-1,0,unknown,no
58,management,married,secondary,0,2739,1,0,30,jul,1.43,6,-1,0,unknown,no
54,admin.,married,primary,0,0,0,0,30,jul,4.25,2,-1,0,unknown,no
39,services,married,secondary,0,861,1,0,30,jul,3.63,4,-1,0,unknown,no
56,unemployed,married,secondary,0,1340,0,1,30,jul,3.28,6,-1,0,unknown,no
56,management,married,tertiary,0,247,0,0,30,jul,0.73,2,-1,0,unknown,no
60,retired,married,secondary,0,5632,1,0,30,jul,6.33,7,-1,0,unknown,no
44,unemployed,single,primary,1,-4,0,1,30,jul,13.13,2,-1,0,unknown,yes
36,unemployed,divorced,secondary,0,2178,1,0,30,jul,1.23,2,-1,0,unknown,no
54,technician,married,secondary,0,273,1,0,30,jul,0.92,3,-1,0,unknown,no
39,blue-collar,married,secondary,0,0,1,0,30,jul,1.02,3,-1,0,unknown,no
54,admin.,divorced,secondary,0,1383,1,1,30,jul,10.37,4,-1,0,unknown,no
47,management,divorced,tertiary,0,8226,1,0,30,jul,2.28,2,-1,0,unknown,no
55,unemployed,married,secondary,0,4372,1,0,30,jul,2.03,2,-1,0,unknown,no
42,blue-collar,single,primary,0,92,0,0,30,jul,1.43,2,-1,0,unknown,no
44,housemaid,divorced,primary,0,629,0,0,30,jul,7.2,4,-1,0,unknown,no
46,admin.,divorced,secondary,0,1203,0,0,30,jul,3.78,8,-1,0,unknown,no
39,admin.,married,secondary,0,-139,0,0,30,jul,2,2,-1,0,unknown,no
40,management,divorced,tertiary,0,69,1,0,30,jul,2.48,2,-1,0,unknown,no
55,management,married,tertiary,0,-375,0,0,30,jul,13.57,2,-1,0,unknown,yes
50,blue-collar,married,secondary,0,0,0,0,30,jul,2.4,9,-1,0,unknown,no
31,technician,married,secondary,0,0,1,0,30,jul,2.1,3,-1,0,unknown,no
45,management,married,primary,0,321,1,0,30,jul,15.3,4,-1,0,unknown,no
57,blue-collar,married,primary,1,195,0,1,30,jul,3.08,4,-1,0,unknown,no
52,unemployed,married,primary,0,959,0,0,30,jul,11.57,2,-1,0,unknown,yes
44,management,divorced,tertiary,0,6486,0,0,30,jul,4.53,4,-1,0,unknown,no
56,self-employed,married,secondary,0,784,0,1,30,jul,2.48,2,-1,0,unknown,no
37,services,married,secondary,0,4151,1,1,30,jul,9.05,4,-1,0,unknown,yes
44,services,married,secondary,0,1335,1,0,30,jul,1.57,5,-1,0,unknown,no
59,management,married,primary,0,3831,0,0,30,jul,1.45,4,-1,0,unknown,no
60,retired,divorced,secondary,0,1091,0,0,30,jul,7.35,5,-1,0,unknown,yes
47,technician,married,tertiary,0,0,1,1,30,jul,1.48,2,-1,0,unknown,no
53,self-employed,married,primary,0,4576,0,0,30,jul,1.37,2,-1,0,unknown,no
29,housemaid,married,secondary,0,1082,0,1,30,jul,1.28,4,-1,0,unknown,no
52,blue-collar,single,secondary,0,359,1,0,30,jul,7.4,2,-1,0,unknown,no
53,technician,married,secondary,0,1389,0,0,30,jul,0.57,4,-1,0,unknown,no
59,retired,married,secondary,0,0,1,0,30,jul,1.22,4,-1,0,unknown,no
56,retired,divorced,secondary,0,1005,0,1,30,jul,1.15,4,-1,0,unknown,no
37,blue-collar,single,primary,0,554,1,0,30,jul,1.23,3,-1,0,unknown,no
44,unemployed,married,primary,0,51,0,0,30,jul,4.82,4,-1,0,unknown,no
38,entrepreneur,married,primary,0,0,1,0,30,jul,2.87,4,-1,0,unknown,no
44,blue-collar,married,primary,0,276,1,0,30,jul,8.92,2,-1,0,unknown,no
31,management,married,tertiary,0,18,1,0,30,jul,1.2,19,-1,0,unknown,no
46,technician,divorced,secondary,0,2862,1,1,30,jul,2.2,3,-1,0,unknown,no
38,technician,married,secondary,1,238,0,0,30,jul,6.27,8,-1,0,unknown,no
44,admin.,married,secondary,0,1305,0,0,30,jul,1.2,4,-1,0,unknown,no
59,retired,married,secondary,0,3414,0,0,30,jul,1.95,6,-1,0,unknown,no
57,housemaid,divorced,primary,0,3819,0,0,30,jul,16.68,2,-1,0,unknown,no
36,management,married,tertiary,0,96,0,0,30,jul,12.15,4,-1,0,unknown,yes
58,unemployed,single,secondary,0,1013,1,0,30,jul,5.68,5,-1,0,unknown,no
35,admin.,divorced,secondary,0,0,0,0,30,jul,3.1,6,-1,0,unknown,no
41,blue-collar,divorced,primary,0,0,0,0,30,jul,8.48,2,-1,0,unknown,yes
52,self-employed,married,secondary,0,1498,1,0,30,jul,17.97,11,-1,0,unknown,no
53,services,married,secondary,0,1194,0,0,30,jul,2.77,4,-1,0,unknown,no
51,technician,married,secondary,1,61,0,1,30,jul,0.45,20,-1,0,unknown,no
38,unemployed,single,secondary,0,223,1,0,30,jul,11.63,4,-1,0,unknown,no
35,management,married,tertiary,0,648,0,0,30,jul,11.23,2,-1,0,unknown,no
55,management,single,secondary,0,1507,1,0,30,jul,1.9,3,-1,0,unknown,no
50,entrepreneur,married,secondary,0,1011,1,0,30,jul,5.67,2,-1,0,unknown,no
40,technician,married,secondary,0,286,0,0,30,jul,1.77,4,-1,0,unknown,no
46,self-employed,single,primary,0,2032,0,0,30,jul,7.07,2,-1,0,unknown,no
40,technician,married,secondary,0,657,1,0,30,jul,2.65,2,-1,0,unknown,no
50,blue-collar,divorced,primary,0,-333,0,1,30,jul,3.47,2,-1,0,unknown,no
46,admin.,divorced,tertiary,0,-363,0,1,30,jul,1.6,11,-1,0,unknown,no
35,blue-collar,married,primary,0,0,1,0,30,jul,5.98,2,-1,0,unknown,no
36,admin.,single,secondary,0,1328,0,0,30,jul,1.15,9,-1,0,unknown,no
53,unemployed,single,secondary,0,4,0,0,30,jul,4.32,3,-1,0,unknown,no
48,blue-collar,married,secondary,0,-202,1,1,30,jul,3.75,4,-1,0,unknown,no
50,entrepreneur,married,tertiary,0,230,0,0,30,jul,18.15,4,-1,0,unknown,yes
56,retired,married,primary,0,152,1,1,30,jul,1.08,7,-1,0,unknown,no
40,entrepreneur,married,secondary,0,0,1,0,30,jul,1.77,23,-1,0,unknown,no
43,self-employed,divorced,primary,0,0,0,0,30,jul,4.43,6,-1,0,unknown,no
44,housemaid,married,primary,0,-156,0,1,30,jul,20.18,2,-1,0,unknown,yes
53,entrepreneur,married,tertiary,0,1046,1,1,30,jul,0.83,20,-1,0,unknown,no
60,retired,married,primary,0,0,0,0,30,jul,2.17,3,-1,0,unknown,no
37,blue-collar,married,primary,0,11,0,0,30,jul,1.82,8,-1,0,unknown,no
51,admin.,married,secondary,1,-160,0,1,30,jul,1.97,4,-1,0,unknown,no
59,management,married,tertiary,0,1308,0,0,30,jul,3.05,4,-1,0,unknown,no
60,housemaid,married,primary,0,726,0,1,30,jul,1.57,5,-1,0,unknown,no
32,services,married,secondary,0,-31,0,1,30,jul,1.6,6,-1,0,unknown,no
54,technician,married,secondary,0,114,0,0,30,jul,7.63,3,-1,0,unknown,yes
41,services,married,secondary,0,1785,0,0,30,jul,3.75,7,-1,0,unknown,no
26,blue-collar,single,secondary,0,179,0,0,30,jul,1.72,3,-1,0,unknown,no
30,admin.,single,secondary,0,1223,1,0,30,jul,1.87,5,-1,0,unknown,no
47,blue-collar,married,primary,0,269,1,0,30,jul,2.42,5,-1,0,unknown,no
42,blue-collar,married,secondary,0,2374,0,0,30,jul,2.38,2,-1,0,unknown,no
33,blue-collar,married,secondary,0,328,1,0,30,jul,3.6,9,-1,0,unknown,no
30,technician,married,tertiary,0,-340,1,1,30,jul,2.6,8,-1,0,unknown,no
34,management,single,secondary,0,356,1,0,30,jul,0.87,7,-1,0,unknown,no
45,technician,married,secondary,0,1841,1,0,30,jul,2.57,2,-1,0,unknown,no
34,management,married,tertiary,0,2892,1,1,30,jul,19.42,7,-1,0,unknown,no
54,management,single,secondary,0,555,0,1,30,jul,1.95,11,-1,0,unknown,no
36,technician,divorced,secondary,0,664,1,1,30,jul,4.43,4,-1,0,unknown,no
39,services,married,secondary,0,1116,1,0,30,jul,8.1,2,-1,0,unknown,no
53,technician,married,secondary,0,6671,1,1,30,jul,1.2,9,-1,0,unknown,no
40,admin.,divorced,secondary,0,4,0,0,30,jul,1.05,3,-1,0,unknown,no
37,student,divorced,tertiary,0,0,0,0,30,jul,1.67,6,-1,0,unknown,no
42,unemployed,single,secondary,0,2613,1,0,30,jul,2.9,6,-1,0,unknown,no
25,admin.,married,secondary,0,242,1,0,30,jul,1.03,12,-1,0,unknown,no
30,services,married,secondary,0,-176,1,0,30,jul,0.78,31,-1,0,unknown,no
32,admin.,married,secondary,0,167,1,0,30,jul,1.72,6,-1,0,unknown,no
55,blue-collar,single,secondary,0,197,0,0,30,jul,1.58,6,-1,0,unknown,no
58,management,married,tertiary,0,591,1,0,30,jul,3.88,3,-1,0,unknown,no
30,services,single,secondary,0,726,1,1,30,jul,1.82,3,-1,0,unknown,no
44,management,married,secondary,0,-665,0,0,30,jul,5.7,3,-1,0,unknown,no
27,housemaid,married,primary,0,3,1,1,30,jul,1.07,4,-1,0,unknown,no
26,admin.,single,secondary,0,443,0,0,30,jul,1.4,3,-1,0,unknown,no
31,entrepreneur,married,secondary,0,1302,1,0,30,jul,1.48,3,-1,0,unknown,no
50,management,married,tertiary,0,398,0,0,30,jul,26.12,5,-1,0,unknown,no
33,admin.,married,secondary,0,0,1,0,30,jul,0.68,5,-1,0,unknown,no
44,other,single,secondary,0,2023,0,0,30,jul,1.12,21,-1,0,unknown,no
45,technician,married,secondary,0,2922,0,0,30,jul,2.55,3,-1,0,unknown,no
43,blue-collar,married,secondary,0,-179,1,0,30,jul,5.58,6,-1,0,unknown,no
55,management,married,tertiary,0,33,1,0,30,jul,4.1,3,-1,0,unknown,no
35,unemployed,single,secondary,0,0,0,0,30,jul,12.33,3,-1,0,unknown,no
38,management,married,tertiary,0,-299,1,0,30,jul,1.43,3,-1,0,unknown,no
46,retired,married,secondary,0,119,0,1,30,jul,1.42,2,-1,0,unknown,no
59,management,married,tertiary,0,332,1,1,30,jul,0.58,2,-1,0,unknown,no
58,retired,divorced,tertiary,0,-1598,1,0,30,jul,1.73,7,-1,0,unknown,no
52,management,divorced,tertiary,0,147,0,0,30,jul,1.5,4,-1,0,unknown,no
44,blue-collar,divorced,secondary,0,221,0,0,30,jul,2.48,13,-1,0,unknown,no
55,entrepreneur,divorced,secondary,0,1553,0,0,30,jul,1.42,3,-1,0,unknown,no
55,self-employed,married,primary,0,2349,0,1,30,jul,5.83,3,-1,0,unknown,no
35,management,married,tertiary,0,-468,1,0,30,jul,9,8,-1,0,unknown,yes
30,admin.,single,secondary,0,330,0,1,30,jul,1.92,5,-1,0,unknown,no
42,services,divorced,secondary,0,732,0,0,30,jul,1.82,3,-1,0,unknown,no
53,management,single,tertiary,0,0,0,0,30,jul,9.92,1,-1,0,unknown,no
49,technician,married,secondary,0,1712,1,0,30,jul,2.58,3,-1,0,unknown,no
52,management,divorced,tertiary,0,0,1,1,30,jul,4.63,3,-1,0,unknown,no
53,blue-collar,married,secondary,0,285,1,1,30,jul,4.03,4,-1,0,unknown,no
35,blue-collar,married,secondary,0,3188,1,0,30,jul,4.8,3,-1,0,unknown,no
54,unemployed,divorced,secondary,0,3721,1,0,30,jul,2.72,1,-1,0,unknown,no
58,management,married,tertiary,0,230,1,0,30,jul,5.65,10,-1,0,unknown,no
60,retired,married,secondary,0,194,0,1,30,jul,1.02,5,-1,0,unknown,no
43,technician,single,secondary,0,34,0,0,30,jul,0.48,1,-1,0,unknown,no
41,services,divorced,secondary,0,97,0,0,30,jul,4.07,3,-1,0,unknown,no
53,retired,married,primary,0,0,0,0,30,jul,2.05,1,-1,0,unknown,no
37,management,single,tertiary,0,2173,0,0,30,jul,5.87,1,-1,0,unknown,no
56,management,divorced,tertiary,0,66,0,1,30,jul,1.2,4,-1,0,unknown,no
57,services,divorced,secondary,0,4664,0,0,30,jul,1.72,1,-1,0,unknown,no
31,technician,divorced,secondary,0,-174,0,1,30,jul,1.88,10,-1,0,unknown,no
57,blue-collar,married,primary,0,133,0,1,30,jul,2.88,4,-1,0,unknown,no
44,self-employed,single,secondary,0,0,0,0,30,jul,3.12,3,-1,0,unknown,no
40,admin.,married,secondary,1,-444,0,1,30,jul,2.8,8,-1,0,unknown,no
43,housemaid,married,primary,0,410,1,1,30,jul,0.83,2,-1,0,unknown,no
51,housemaid,married,primary,0,0,1,0,30,jul,3.18,3,-1,0,unknown,no
